,yo,tu,el/ella,nosotros,vosotros,ellos/ellas
425,fabrico,fabricas / fabricás,fabrica,fabricamos,fabricáis,fabrican
426,ato,atas / atás,ata,atamos,atáis,atan
427,observo,observas / observás,observa,observamos,observáis,observan
428,bloqueo,bloqueas / bloqueás,bloquea,bloqueamos,bloqueáis,bloquean
429,yuxtapongo,yuxtapones / yuxtaponés,yuxtapone,yuxtaponemos,yuxtaponéis,yuxtaponen
430,atrevo,atreves / atrevés,atreve,atrevemos,atrevéis,atreven
431,decoro,decoras / decorás,decora,decoramos,decoráis,decoran
432,bostezo,bostezas / bostezás,bosteza,bostezamos,bostezáis,bostezan
433,avanzo,avanzas / avanzás,avanza,avanzamos,avanzáis,avanzan
434,revuelvo,revuelves / revolvés,revuelve,revolvemos,revolvéis,revuelven
435,comento,comentas / comentás,comenta,comentamos,comentáis,comentan
436,nombro,nombras / nombrás,nombra,nombramos,nombráis,nombran
437,friego,friegas / fregás,friega,fregamos,fregáis,friegan
438,fallo,fallas / fallás,falla,fallamos,falláis,fallan
439,relajo,relajas / relajás,relaja,relajamos,relajáis,relajan
440,ubico,ubicas / ubicás,ubica,ubicamos,ubicáis,ubican
441,abasto,abastas / abastás,abasta,abastamos,abastáis,abastan
442,recaliento,recalientas / recalentás,recalienta,recalentamos,recalentáis,recalientan
443,permanezco,permaneces / permanecés,permanece,permanecemos,permanecéis,permanecen
444,florezco,floreces / florecés,florece,florecemos,florecéis,florecen
445,zumbo,zumbas / zumbás,zumba,zumbamos,zumbáis,zumban
446,ficho,fichas / fichás,ficha,fichamos,ficháis,fichan
447,zarpo,zarpas / zarpás,zarpa,zarpamos,zarpáis,zarpan
448,maldigo,maldices / maldecís,maldice,maldecimos,maldecís,maldicen
449,lamento,lamentas / lamentás,lamenta,lamentamos,lamentáis,lamentan
450,alegro,alegras / alegrás,alegra,alegramos,alegráis,alegran
451,agrego,agregas / agregás,agrega,agregamos,agregáis,agregan
452,carezco,careces / carecés,carece,carecemos,carecéis,carecen
453,existo,existes / existís,existe,existimos,existís,existen
454,educo,educas / educás,educa,educamos,educáis,educan
455,caracterizo,caracterizas / caracterizás,caracteriza,caracterizamos,caracterizáis,caracterizan
456,fío,fías / fias,fía,fiamos,fiais,fían
457,receto,recetas / recetás,receta,recetamos,recetáis,recetan
458,embarco,embarcas / embarcás,embarca,embarcamos,embarcáis,embarcan
459,abjuro,abjuras / abjurás,abjura,abjuramos,abjuráis,abjuran
460,prometo,prometes / prometés,promete,prometemos,prometéis,prometen
461,ablando,ablandas / ablandás,ablanda,ablandamos,ablandáis,ablandan
462,patrullo,patrullas / patrullás,patrulla,patrullamos,patrulláis,patrullan
463,deniego,deniegas / denegás,deniega,denegamos,denegáis,deniegan
464,abarroto,abarrotas / abarrotás,abarrota,abarrotamos,abarrotáis,abarrotan
465,indago,indagas / indagás,indaga,indagamos,indagáis,indagan
466,justifico,justificas / justificás,justifica,justificamos,justificáis,justifican
467,pesco,pescas / pescás,pesca,pescamos,pescáis,pescan
468,copio,copias / copiás,copia,copiamos,copiáis,copian
469,añado,añades / añadís,añade,añadimos,añadís,añaden
470,equivoco,equivocas / equivocás,equivoca,equivocamos,equivocáis,equivocan
471,bloco,blocas / blocás,bloca,blocamos,blocáis,blocan
472,aboceto,abocetas / abocetás,aboceta,abocetamos,abocetáis,abocetan
473,opino,opinas / opinás,opina,opinamos,opináis,opinan
474,lío,lías / lias,lía,liamos,liais,lían
475,enojo,enojas / enojás,enoja,enojamos,enojáis,enojan
476,ofendo,ofendes / ofendés,ofende,ofendemos,ofendéis,ofenden
477,beco,becas / becás,beca,becamos,becáis,becan
478,concluyo,concluyes / concluís,concluye,concluimos,concluís,concluyen
479,lucho,luchas / luchás,lucha,luchamos,lucháis,luchan
480,aconsejo,aconsejas / aconsejás,aconseja,aconsejamos,aconsejáis,aconsejan
481,doblo,doblas / doblás,dobla,doblamos,dobláis,doblan
482,finalizo,finalizas / finalizás,finaliza,finalizamos,finalizáis,finalizan
483,facturo,facturas / facturás,factura,facturamos,facturáis,facturan
484,combino,combinas / combinás,combina,combinamos,combináis,combinan
485,significo,significas / significás,significa,significamos,significáis,significan
486,razono,razonas / razonás,razona,razonamos,razonáis,razonan
487,calmo,calmas / calmás,calma,calmamos,calmáis,calman
488,pendo,pendes / pendés,pende,pendemos,pendéis,penden
489,declaro,declaras / declarás,declara,declaramos,declaráis,declaran
490,vendo,vendas / vendás,venda,vendamos,vendáis,vendan
491,robo,robas / robás,roba,robamos,robáis,roban
492,reservo,reservas / reservás,reserva,reservamos,reserváis,reservan
493,capturo,capturas / capturás,captura,capturamos,capturáis,capturan
494,maltraigo,maltraes / maltraés,maltrae,maltraemos,maltraéis,maltraen
495,abollo,abollas / abollás,abolla,abollamos,abolláis,abollan
496,narro,narras / narrás,narra,narramos,narráis,narran
497,charlo,charlas / charlás,charla,charlamos,charláis,charlan
498,favorezco,favoreces / favorecés,favorece,favorecemos,favorecéis,favorecen
499,convengo,convienes / convenís,conviene,convenimos,convenís,convienen
500,decrezco,decreces / decrecés,decrece,decrecemos,decrecéis,decrecen
501,presento,presentas / presentás,presenta,presentamos,presentáis,presentan
502,edito,editas / editás,edita,editamos,editáis,editan
503,comunico,comunicas / comunicás,comunica,comunicamos,comunicáis,comunican
504,manifiesto,manifiestas / manifestás,manifiesta,manifestamos,manifestáis,manifiestan
505,lesiono,lesionas / lesionás,lesiona,lesionamos,lesionáis,lesionan
506,idealizo,idealizas / idealizás,idealiza,idealizamos,idealizáis,idealizan
507,ejercito,ejercitas / ejercitás,ejercita,ejercitamos,ejercitáis,ejercitan
508,investigo,investigas / investigás,investiga,investigamos,investigáis,investigan
509,compongo,compones / componés,compone,componemos,componéis,componen
510,oculto,ocultas / ocultás,oculta,ocultamos,ocultáis,ocultan
511,felicito,felicitas / felicitás,felicita,felicitamos,felicitáis,felicitan
512,floto,flotas / flotás,flota,flotamos,flotáis,flotan
513,duro,duras / durás,dura,duramos,duráis,duran
514,emigro,emigras / emigrás,emigra,emigramos,emigráis,emigran
515,fastidio,fastidias / fastidiás,fastidia,fastidiamos,fastidiáis,fastidian
516,tapo,tapas / tapás,tapa,tapamos,tapáis,tapan
517,crío,crías / crias,cría,criamos,criais,crían
518,porto,portas / portás,porta,portamos,portáis,portan
519,rezo,rezas / rezás,reza,rezamos,rezáis,rezan
520,vago,vagas / vagás,vaga,vagamos,vagáis,vagan
521,varío,varías / variás,varía,variamos,variáis,varían
522,edifico,edificas / edificás,edifica,edificamos,edificáis,edifican
523,anuncio,anuncias / anunciás,anuncia,anunciamos,anunciáis,anuncian
524,logro,logras / lográs,logra,logramos,lográis,logran
525,reacciono,reaccionas / reaccionás,reacciona,reaccionamos,reaccionáis,reaccionan
526,respeto,respetas / respetás,respeta,respetamos,respetáis,respetan
527,tejo,tejes / tejés,teje,tejemos,tejéis,tejen
528,fatigo,fatigas / fatigás,fatiga,fatigamos,fatigáis,fatigan
529,listo,listas / listás,lista,listamos,listáis,listan
530,omito,omites / omitís,omite,omitimos,omitís,omiten
531,boto,botas / botás,bota,botamos,botáis,botan
532,embellezco,embelleces / embellecés,embellece,embellecemos,embellecéis,embellecen
533,subrayo,subrayas / subrayás,subraya,subrayamos,subrayáis,subrayan
534,envuelvo,envuelves / envolvés,envuelve,envolvemos,envolvéis,envuelven
535,depongo,depones / deponés,depone,deponemos,deponéis,deponen
536,enseño,enseñas / enseñás,enseña,enseñamos,enseñáis,enseñan
537,disminuyo,disminuyes / disminuís,disminuye,disminuimos,disminuís,disminuyen
538,calculo,calculas / calculás,calcula,calculamos,calculáis,calculan
539,aumento,aumentas / aumentás,aumenta,aumentamos,aumentáis,aumentan
540,seduzco,seduces / seducís,seduce,seducimos,seducís,seducen
541,castigo,castigas / castigás,castiga,castigamos,castigáis,castigan
542,indico,indicas / indicás,indica,indicamos,indicáis,indican
543,negocio,negocias / negociás,negocia,negociamos,negociáis,negocian
544,agarro,agarras / agarrás,agarra,agarramos,agarráis,agarran
545,ignoro,ignoras / ignorás,ignora,ignoramos,ignoráis,ignoran
546,emborracho,emborrachas / emborrachás,emborracha,emborrachamos,emborracháis,emborrachan
547,funciono,funcionas / funcionás,funciona,funcionamos,funcionáis,funcionan
548,deprimo,deprimes / deprimís,deprime,deprimimos,deprimís,deprimen
549,mareo,mareas / mareás,marea,mareamos,mareáis,marean
550,unifico,unificas / unificás,unifica,unificamos,unificáis,unifican
551,ataco,atacas / atacás,ataca,atacamos,atacáis,atacan
552,limito,limitas / limitás,limita,limitamos,limitáis,limitan
553,impresiono,impresionas / impresionás,impresiona,impresionamos,impresionáis,impresionan
554,opero,operas / operás,opera,operamos,operáis,operan
555,efectúo,efectúas / efectuás,efectúa,efectuamos,efectuáis,efectúan
556,evito,evitas / evitás,evita,evitamos,evitáis,evitan
557,pellizco,pellizcas / pellizcás,pellizca,pellizcamos,pellizcáis,pellizcan
558,reciproco,reciprocas / reciprocás,reciproca,reciprocamos,reciprocáis,reciprocan
559,predigo,predices / predecís,predice,predecimos,predecís,predicen
560,sangro,sangras / sangrás,sangra,sangramos,sangráis,sangran
561,legalizo,legalizas / legalizás,legaliza,legalizamos,legalizáis,legalizan
562,balanceo,balanceas / balanceás,balancea,balanceamos,balanceáis,balancean
563,compruebo,compruebas / comprobás,comprueba,comprobamos,comprobáis,comprueban
564,granizo,granizas / granizás,graniza,granizamos,granizáis,granizan
565,acierto,aciertas / acertás,acierta,acertamos,acertáis,aciertan
566,interrumpo,interrumpes / interrumpís,interrumpe,interrumpimos,interrumpís,interrumpen
567,recaigo,recaes / recaés,recae,recaemos,recaéis,recaen
568,coso,coses / cosés,cose,cosemos,coséis,cosen
569,informo,informas / informás,informa,informamos,informáis,informan
570,electrifico,electrificas / electrificás,electrifica,electrificamos,electrificáis,electrifican
571,abordo,abordas / abordás,aborda,abordamos,abordáis,abordan
572,blanquezco,blanqueces / blanquecés,blanquece,blanquecemos,blanquecéis,blanquecen
573,contengo,contienes / contenés,contiene,contenemos,contenéis,contienen
574,calo,calas / calás,cala,calamos,caláis,calan
575,elogio,elogias / elogiás,elogia,elogiamos,elogiáis,elogian
576,eclosiono,eclosionas / eclosionás,eclosiona,eclosionamos,eclosionáis,eclosionan
577,ejecuto,ejecutas / ejecutás,ejecuta,ejecutamos,ejecutáis,ejecutan
578,doro,doras / dorás,dora,doramos,doráis,doran
579,guiso,guisas / guisás,guisa,guisamos,guisáis,guisan
580,aprecio,aprecias / apreciás,aprecia,apreciamos,apreciáis,aprecian
581,facilito,facilitas / facilitás,facilita,facilitamos,facilitáis,facilitan
582,valido,validas / validás,valida,validamos,validáis,validan
583,elevo,elevas / elevás,eleva,elevamos,eleváis,elevan
584,financio,financias / financiás,financia,financiamos,financiáis,financian
585,reconstruyo,reconstruyes / reconstruís,reconstruye,reconstruimos,reconstruís,reconstruyen
586,hundo,hundes / hundís,hunde,hundimos,hundís,hunden
587,degüello,degüellas / degollás,degüella,degollamos,degolláis,degüellan
588,elaboro,elaboras / elaborás,elabora,elaboramos,elaboráis,elaboran
589,me vanaglorio,te vanaglorias / te vanagloriás,se vanagloria,nos vanagloriamos,os vanagloriáis,se vanaglorian
590,reparo,reparas / reparás,repara,reparamos,reparáis,reparan
591,deshago,deshaces / deshacés,deshace,deshacemos,deshacéis,deshacen
592,taladro,taladras / taladrás,taladra,taladramos,taladráis,taladran
593,valoro,valoras / valorás,valora,valoramos,valoráis,valoran
594,deformo,deformas / deformás,deforma,deformamos,deformáis,deforman
595,mancho,manchas / manchás,mancha,manchamos,mancháis,manchan
596,arranco,arrancas / arrancás,arranca,arrancamos,arrancáis,arrancan
597,promuevo,promueves / promovés,promueve,promovemos,promovéis,promueven
598,tacho,tachas / tachás,tacha,tachamos,tacháis,tachan
599,selecciono,seleccionas / seleccionás,selecciona,seleccionamos,seleccionáis,seleccionan
600,tropiezo,tropiezas / tropezás,tropieza,tropezamos,tropezáis,tropiezan
601,malogro,malogras / malográs,malogra,malogramos,malográis,malogran
602,voto,votas / votás,vota,votamos,votáis,votan
603,extiendo,extiendes / extendés,extiende,extendemos,extendéis,extienden
604,sucedo,sucedes / sucedés,sucede,sucedemos,sucedéis,suceden
605,vadeo,vadeas / vadeás,vadea,vadeamos,vadeáis,vadean
606,entretengo,entretienes / entretenés,entretiene,entretenemos,entretenéis,entretienen
607,aparco,aparcas / aparcás,aparca,aparcamos,aparcáis,aparcan
608,cazo,cazas / cazás,caza,cazamos,cazáis,cazan
609,plancho,planchas / planchás,plancha,planchamos,plancháis,planchan
610,reviso,revisas / revisás,revisa,revisamos,revisáis,revisan
611,guarnezco,guarneces / guarnecés,guarnece,guarnecemos,guarnecéis,guarnecen
612,tolero,toleras / tolerás,tolera,toleramos,toleráis,toleran
613,ahogo,ahogas / ahogás,ahoga,ahogamos,ahogáis,ahogan
614,separo,separas / separás,separa,separamos,separáis,separan
615,avergüenzo,avergüenzas / avergonzás,avergüenza,avergonzamos,avergonzáis,avergüenzan
616,ideo,ideas / ideás,idea,ideamos,ideáis,idean
617,tarareo,tarareas / tarareás,tararea,tarareamos,tarareáis,tararean
618,vedo,vedas / vedás,veda,vedamos,vedáis,vedan
619,reclamo,reclamas / reclamás,reclama,reclamamos,reclamáis,reclaman
620,vaporizo,vaporizas / vaporizás,vaporiza,vaporizamos,vaporizáis,vaporizan
621,imito,imitas / imitás,imita,imitamos,imitáis,imitan
622,admito,admites / admitís,admite,admitimos,admitís,admiten
623,generalizo,generalizas / generalizás,generaliza,generalizamos,generalizáis,generalizan
624,asusto,asustas / asustás,asusta,asustamos,asustáis,asustan
625,consiento,consientes / consentís,consiente,consentimos,consentís,consienten
626,falsifico,falsificas / falsificás,falsifica,falsificamos,falsificáis,falsifican
627,ilumino,iluminas / iluminás,ilumina,iluminamos,ilumináis,iluminan
628,peso,pesas / pesás,pesa,pesamos,pesáis,pesan
629,incorporo,incorporas / incorporás,incorpora,incorporamos,incorporáis,incorporan
630,resulto,resultas / resultás,resulta,resultamos,resultáis,resultan
631,numero,numeras / numerás,numera,numeramos,numeráis,numeran
632,trago,tragas / tragás,traga,tragamos,tragáis,tragan
633,divido,divides / dividís,divide,dividimos,dividís,dividen
634,varo,varas / varás,vara,varamos,varáis,varan
635,salpico,salpicas / salpicás,salpica,salpicamos,salpicáis,salpican
636,peligro,peligras / peligrás,peligra,peligramos,peligráis,peligran
637,distraigo,distraes / distraés,distrae,distraemos,distraéis,distraen
638,vacuno,vacunas / vacunás,vacuna,vacunamos,vacunáis,vacunan
639,rebajo,rebajas / rebajás,rebaja,rebajamos,rebajáis,rebajan
640,aborrezco,aborreces / aborrecés,aborrece,aborrecemos,aborrecéis,aborrecen
641,entreno,entrenas / entrenás,entrena,entrenamos,entrenáis,entrenan
642,uniformo,uniformas / uniformás,uniforma,uniformamos,uniformáis,uniforman
643,mojo,mojas / mojás,moja,mojamos,mojáis,mojan
644,aplico,aplicas / aplicás,aplica,aplicamos,aplicáis,aplican
645,completo,completas / completás,completa,completamos,completáis,completan
646,grazno,graznas / graznás,grazna,graznamos,graznáis,graznan
647,vacilo,vacilas / vacilás,vacila,vacilamos,vaciláis,vacilan
648,malinterpreto,malinterpretas / malinterpretás,malinterpreta,malinterpretamos,malinterpretáis,malinterpretan
649,sustituyo,sustituyes / sustituís,sustituye,sustituimos,sustituís,sustituyen
650,genero,generas / generás,genera,generamos,generáis,generan
651,empleo,empleas / empleás,emplea,empleamos,empleáis,emplean
652,legislo,legislas / legislás,legisla,legislamos,legisláis,legislan
653,desarrollo,desarrollas / desarrollás,desarrolla,desarrollamos,desarrolláis,desarrollan
654,perdono,perdonas / perdonás,perdona,perdonamos,perdonáis,perdonan
655,garantizo,garantizas / garantizás,garantiza,garantizamos,garantizáis,garantizan
656,confundo,confundes / confundís,confunde,confundimos,confundís,confunden
657,consumo,consumes / consumís,consume,consumimos,consumís,consumen
658,tallo,tallas / tallás,talla,tallamos,talláis,tallan
659,estornudo,estornudas / estornudás,estornuda,estornudamos,estornudáis,estornudan
660,entero,enteras / enterás,entera,enteramos,enteráis,enteran
661,acampo,acampas / acampás,acampa,acampamos,acampáis,acampan
662,bisbiseo,bisbiseas / bisbiseás,bisbisea,bisbiseamos,bisbiseáis,bisbisean
663,valorizo,valorizas / valorizás,valoriza,valorizamos,valorizáis,valorizan
664,supero,superas / superás,supera,superamos,superáis,superan
665,vallo,vallas / vallás,valla,vallamos,valláis,vallan
666,analizo,analizas / analizás,analiza,analizamos,analizáis,analizan
667,oriento,orientas / orientás,orienta,orientamos,orientáis,orientan
668,conjugo,conjugas / conjugás,conjuga,conjugamos,conjugáis,conjugan
669,litigo,litigas / litigás,litiga,litigamos,litigáis,litigan
670,escapo,escapas / escapás,escapa,escapamos,escapáis,escapan
671,amanezco,amaneces / amanecés,amanece,amanecemos,amanecéis,amanecen
672,prevengo,previenes / prevenís,previene,prevenimos,prevenís,previenen
673,examino,examinas / examinás,examina,examinamos,examináis,examinan
674,cometo,cometes / cometés,comete,cometemos,cometéis,cometen
675,inauguro,inauguras / inaugurás,inaugura,inauguramos,inauguráis,inauguran
676,despego,despegas / despegás,despega,despegamos,despegáis,despegan
677,peloteo,peloteas / peloteás,pelotea,peloteamos,peloteáis,pelotean
678,malicio,malicias / maliciás,malicia,maliciamos,maliciáis,malician
679,derruyo,derruyes / derruís,derruye,derruimos,derruís,derruyen
680,abrigo,abrigas / abrigás,abriga,abrigamos,abrigáis,abrigan
681,asciendo,asciendes / ascendés,asciende,ascendemos,ascendéis,ascienden
682,escalo,escalas / escalás,escala,escalamos,escaláis,escalan
683,envidio,envidias / envidiás,envidia,envidiamos,envidiáis,envidian
684,convivo,convives / convivís,convive,convivimos,convivís,conviven
685,aprieto,aprietas / apretás,aprieta,apretamos,apretáis,aprietan
686,excluyo,excluyes / excluís,excluye,excluimos,excluís,excluyen
687,surjo,surges / surgís,surge,surgimos,surgís,surgen
688,inclino,inclinas / inclinás,inclina,inclinamos,inclináis,inclinan
689,incurro,incurres / incurrís,incurre,incurrimos,incurrís,incurren
690,aplaudo,aplaudes / aplaudís,aplaude,aplaudimos,aplaudís,aplauden
691,alojo,alojas / alojás,aloja,alojamos,alojáis,alojan
692,recito,recitas / recitás,recita,recitamos,recitáis,recitan
693,rindo,rindes / rendís,rinde,rendimos,rendís,rinden
694,aseguro,aseguras / asegurás,asegura,aseguramos,aseguráis,aseguran
695,cobro,cobras / cobrás,cobra,cobramos,cobráis,cobran
696,afecto,afectas / afectás,afecta,afectamos,afectáis,afectan
697,impulso,impulsas / impulsás,impulsa,impulsamos,impulsáis,impulsan
698,empujo,empujas / empujás,empuja,empujamos,empujáis,empujan
699,encargo,encargas / encargás,encarga,encargamos,encargáis,encargan
700,controlo,controlas / controlás,controla,controlamos,controláis,controlan
701,memorizo,memorizas / memorizás,memoriza,memorizamos,memorizáis,memorizan
702,platico,platicas / platicás,platica,platicamos,platicáis,platican
703,incendio,incendias / incendiás,incendia,incendiamos,incendiáis,incendian
704,mano,manas / manás,mana,manamos,manáis,manan
705,formo,formas / formás,forma,formamos,formáis,forman
706,acudo,acudes / acudís,acude,acudimos,acudís,acuden
707,baño,bañas / bañás,baña,bañamos,bañáis,bañan
708,rescato,rescatas / rescatás,rescata,rescatamos,rescatáis,rescatan
709,emito,emites / emitís,emite,emitimos,emitís,emiten
710,contraigo,contraes / contraés,contrae,contraemos,contraéis,contraen
711,engordo,engordas / engordás,engorda,engordamos,engordáis,engordan
712,critico,criticas / criticás,critica,criticamos,criticáis,critican
713,abuso,abusas / abusás,abusa,abusamos,abusáis,abusan
714,descargo,descargas / descargás,descarga,descargamos,descargáis,descargan
715,tableo,tableas / tableás,tablea,tableamos,tableáis,tablean
716,ganduleo,ganduleas / ganduleás,gandulea,ganduleamos,ganduleáis,gandulean
717,destaco,destacas / destacás,destaca,destacamos,destacáis,destacan
718,invento,inventas / inventás,inventa,inventamos,inventáis,inventan
719,humillo,humillas / humillás,humilla,humillamos,humilláis,humillan
720,admiro,admiras / admirás,admira,admiramos,admiráis,admiran
721,valso,valsas / valsás,valsa,valsamos,valsáis,valsan
722,encierro,encierras / encerrás,encierra,encerramos,encerráis,encierran
723,salivo,salivas / salivás,saliva,salivamos,saliváis,salivan
724,exploto,explotas / explotás,explota,explotamos,explotáis,explotan
725,inicio,inicias / iniciás,inicia,iniciamos,iniciáis,inician
726,solicito,solicitas / solicitás,solicita,solicitamos,solicitáis,solicitan
727,considero,consideras / considerás,considera,consideramos,consideráis,consideran
728,acaricio,acaricias / acariciás,acaricia,acariciamos,acariciáis,acarician
729,aplazo,aplazas / aplazás,aplaza,aplazamos,aplazáis,aplazan
730,sostengo,sostienes / sostenés,sostiene,sostenemos,sostenéis,sostienen
731,contagio,contagias / contagiás,contagia,contagiamos,contagiáis,contagian
732,acojo,acoges / acogés,acoge,acogemos,acogéis,acogen
733,intuyo,intuyes / intuís,intuye,intuimos,intuís,intuyen
734,acentúo,acentúas / acentuás,acentúa,acentuamos,acentuáis,acentúan
735,alimento,alimentas / alimentás,alimenta,alimentamos,alimentáis,alimentan
736,absuelvo,absuelves / absolvés,absuelve,absolvemos,absolvéis,absuelven
737,adoro,adoras / adorás,adora,adoramos,adoráis,adoran
738,tuesto,tuestas / tostás,tuesta,tostamos,tostáis,tuestan
739,agoto,agotas / agotás,agota,agotamos,agotáis,agotan
740,malinformo,malinformas / malinformás,malinforma,malinformamos,malinformáis,malinforman
741,acostumbro,acostumbras / acostumbrás,acostumbra,acostumbramos,acostumbráis,acostumbran
742,aguanto,aguantas / aguantás,aguanta,aguantamos,aguantáis,aguantan
743,prevalgo,prevales / prevalés,prevale,prevalemos,prevaléis,prevalen
744,contacto,contactas / contactás,contacta,contactamos,contactáis,contactan
745,adivino,adivinas / adivinás,adivina,adivinamos,adivináis,adivinan
746,atribuyo,atribuyes / atribuís,atribuye,atribuimos,atribuís,atribuyen
747,animo,animas / animás,anima,animamos,animáis,animan
748,contamino,contaminas / contaminás,contamina,contaminamos,contamináis,contaminan
749,inscribo,inscribes / inscribís,inscribe,inscribimos,inscribís,inscriben
750,masco,mascas / mascás,masca,mascamos,mascáis,mascan
751,miento,mientas / mentás,mienta,mentamos,mentáis,mientan
752,colaboro,colaboras / colaborás,colabora,colaboramos,colaboráis,colaboran
753,divorcio,divorcias / divorciás,divorcia,divorciamos,divorciáis,divorcian
754,agito,agitas / agitás,agita,agitamos,agitáis,agitan
755,retiro,retiras / retirás,retira,retiramos,retiráis,retiran
756,resfrío,resfrías / resfriás,resfría,resfriamos,resfriáis,resfrían
757,preveo,prevés,prevé,prevemos,prevéis,prevén
758,asgo,ases / asís,ase,asimos,asís,asen
759,apellido,apellidas / apellidás,apellida,apellidamos,apellidáis,apellidan
760,bronceo,bronceas / bronceás,broncea,bronceamos,bronceáis,broncean
761,derrito,derrites / derretís,derrite,derretimos,derretís,derriten
762,reparto,repartes / repartís,reparte,repartimos,repartís,reparten
763,dispongo,dispones / disponés,dispone,disponemos,disponéis,disponen
764,dimito,dimites / dimitís,dimite,dimitimos,dimitís,dimiten
765,abraso,abrasas / abrasás,abrasa,abrasamos,abrasáis,abrasan
766,regateo,regateas / regateás,regatea,regateamos,regateáis,regatean
767,cito,citas / citás,cita,citamos,citáis,citan
768,averío,averías / averiás,avería,averiamos,averiáis,averían
769,autorizo,autorizas / autorizás,autoriza,autorizamos,autorizáis,autorizan
770,derramo,derramas / derramás,derrama,derramamos,derramáis,derraman
771,abrocho,abrochas / abrochás,abrocha,abrochamos,abrocháis,abrochan
772,aliento,alientas / alentás,alienta,alentamos,alentáis,alientan
773,refresco,refrescas / refrescás,refresca,refrescamos,refrescáis,refrescan
774,pronuncio,pronuncias / pronunciás,pronuncia,pronunciamos,pronunciáis,pronuncian
775,consisto,consistes / consistís,consiste,consistimos,consistís,consisten
776,contradigo,contradices / contradecís,contradice,contradecimos,contradecís,contradicen
777,alejo,alejas / alejás,aleja,alejamos,alejáis,alejan
778,correspondo,correspondes / correspondés,corresponde,correspondemos,correspondéis,corresponden
779,espío,espías / espiás,espía,espiamos,espiáis,espían
780,consulto,consultas / consultás,consulta,consultamos,consultáis,consultan
781,estreso,estresas / estresás,estresa,estresamos,estresáis,estresan
782,revelo,revelas / revelás,revela,revelamos,reveláis,revelan
783,reflexiono,reflexionas / reflexionás,reflexiona,reflexionamos,reflexionáis,reflexionan
784,fuerzo,fuerzas / forzás,fuerza,forzamos,forzáis,fuerzan
785,alzo,alzas / alzás,alza,alzamos,alzáis,alzan
786,respiro,respiras / respirás,respira,respiramos,respiráis,respiran
787,deslizo,deslizas / deslizás,desliza,deslizamos,deslizáis,deslizan
788,bato,bates / batís,bate,batimos,batís,baten
789,comparo,comparas / comparás,compara,comparamos,comparáis,comparan
790,pospongo,pospones / posponés,pospone,posponemos,posponéis,posponen
791,aguo,aguas / aguás,agua,aguamos,aguáis,aguan
792,cultivo,cultivas / cultivás,cultiva,cultivamos,cultiváis,cultivan
793,aterrorizo,aterrorizas / aterrorizás,aterroriza,aterrorizamos,aterrorizáis,aterrorizan
794,absorbo,absorbes / absorbés,absorbe,absorbemos,absorbéis,absorben
795,bullo,bulles / bullís,bulle,bullimos,bullís,bullen
796,combato,combates / combatís,combate,combatimos,combatís,combaten
797,anochezco,anocheces / anochecés,anochece,anochecemos,anochecéis,anochecen
798,ajusto,ajustas / ajustás,ajusta,ajustamos,ajustáis,ajustan
799,curo,curas / curás,cura,curamos,curáis,curan
800,estiro,estiras / estirás,estira,estiramos,estiráis,estiran
801,abrevio,abrevias / abreviás,abrevia,abreviamos,abreviáis,abrevian
802,absorbo,absorbes / absorbés,absorbe,absorbemos,absorbéis,absorben
803,alumbro,alumbras / alumbrás,alumbra,alumbramos,alumbráis,alumbran
804,represento,representas / representás,representa,representamos,representáis,representan
805,acuso,acusas / acusás,acusa,acusamos,acusáis,acusan
806,certifico,certificas / certificás,certifica,certificamos,certificáis,certifican
807,arruino,arruinas / arruinás,arruina,arruinamos,arruináis,arruinan
808,amplío,amplías / ampliás,amplía,ampliamos,ampliáis,amplían
809,almaceno,almacenas / almacenás,almacena,almacenamos,almacenáis,almacenan
810,disculpo,disculpas / disculpás,disculpa,disculpamos,disculpáis,disculpan
811,toreo,toreas / toreás,torea,toreamos,toreáis,torean
812,conservo,conservas / conservás,conserva,conservamos,conserváis,conservan
813,desciendo,desciendes / descendés,desciende,descendemos,descendéis,descienden
814,ingreso,ingresas / ingresás,ingresa,ingresamos,ingresáis,ingresan
815,adorno,adornas / adornás,adorna,adornamos,adornáis,adornan
816,desafío,desafías / desafiás,desafía,desafiamos,desafiáis,desafían
817,concibo,concibes / concebís,concibe,concebimos,concebís,conciben
818,comercializo,comercializas / comercializás,comercializa,comercializamos,comercializáis,comercializan
819,apuesto,apuestas / apostás,apuesta,apostamos,apostáis,apuestan
820,contrato,contratas / contratás,contrata,contratamos,contratáis,contratan
821,aíslo,aíslas / aislás,aísla,aislamos,aisláis,aíslan
822,chupo,chupas / chupás,chupa,chupamos,chupáis,chupan
823,enfado,enfadas / enfadás,enfada,enfadamos,enfadáis,enfadan
824,adopto,adoptas / adoptás,adopta,adoptamos,adoptáis,adoptan
825,registro,registras / registrás,registra,registramos,registráis,registran
826,sobro,sobras / sobrás,sobra,sobramos,sobráis,sobran
827,esfuerzo,esfuerzas / esforzás,esfuerza,esforzamos,esforzáis,esfuerzan
828,agrío o agrio,agrías o agrias / agriás,agría o agria,agriamos,agriáis,agrían o agrian
829,suelto,sueltas / soltás,suelta,soltamos,soltáis,sueltan
830,piso,pisas / pisás,pisa,pisamos,pisáis,pisan
831,acelero,aceleras / acelerás,acelera,aceleramos,aceleráis,aceleran
832,agravo,agravas / agravás,agrava,agravamos,agraváis,agravan
