,yo,tu,el/ella,nosotros,vosotros,ellos/ellas
410,perteneceré,pertenecerás,pertenecerá,perteneceremos,perteneceréis,pertenecerán
411,eliminaré,eliminarás,eliminará,eliminaremos,eliminaréis,eliminarán
412,confesaré,confesarás,confesará,confesaremos,confesaréis,confesarán
413,percataré,percatarás,percatará,percataremos,percataréis,percatarán
414,enfriaré,enfriarás,enfriará,enfriaremos,enfriaréis,enfriarán
415,grabaré,grabarás,grabará,grabaremos,grabaréis,grabarán
416,pelaré,pelarás,pelará,pelaremos,pelaréis,pelarán
417,identificaré,identificarás,identificará,identificaremos,identificaréis,identificarán
418,distinguiré,distinguirás,distinguirá,distinguiremos,distinguiréis,distinguirán
419,abarataré,abaratarás,abaratará,abarataremos,abarataréis,abaratarán
420,molestaré,molestarás,molestará,molestaremos,molestaréis,molestarán
421,atravesaré,atravesarás,atravesará,atravesaremos,atravesaréis,atravesarán
422,distribuiré,distribuirás,distribuirá,distribuiremos,distribuiréis,distribuirán
423,machacaré,machacarás,machacará,machacaremos,machacaréis,machacarán
424,importaré,importarás,importará,importaremos,importaréis,importarán
425,fabricaré,fabricarás,fabricará,fabricaremos,fabricaréis,fabricarán
426,ataré,atarás,atará,ataremos,ataréis,atarán
427,observaré,observarás,observará,observaremos,observaréis,observarán
428,bloquearé,bloquearás,bloqueará,bloquearemos,bloquearéis,bloquearán
429,yuxtapondré,yuxtapondrás,yuxtapondrá,yuxtapondremos,yuxtapondréis,yuxtapondrán
430,atreveré,atreverás,atreverá,atreveremos,atreveréis,atreverán
431,decoraré,decorarás,decorará,decoraremos,decoraréis,decorarán
432,bostezaré,bostezarás,bostezará,bostezaremos,bostezaréis,bostezarán
433,avanzaré,avanzarás,avanzará,avanzaremos,avanzaréis,avanzarán
434,revolveré,revolverás,revolverá,revolveremos,revolveréis,revolverán
435,comentaré,comentarás,comentará,comentaremos,comentaréis,comentarán
436,nombraré,nombrarás,nombrará,nombraremos,nombraréis,nombrarán
437,fregaré,fregarás,fregará,fregaremos,fregaréis,fregarán
438,fallaré,fallarás,fallará,fallaremos,fallaréis,fallarán
439,relajaré,relajarás,relajará,relajaremos,relajaréis,relajarán
440,ubicaré,ubicarás,ubicará,ubicaremos,ubicaréis,ubicarán
441,abastaré,abastarás,abastará,abastaremos,abastaréis,abastarán
442,recalentaré,recalentarás,recalentará,recalentaremos,recalentaréis,recalentarán
443,permaneceré,permanecerás,permanecerá,permaneceremos,permaneceréis,permanecerán
444,floreceré,florecerás,florecerá,floreceremos,floreceréis,florecerán
445,zumbaré,zumbarás,zumbará,zumbaremos,zumbaréis,zumbarán
446,ficharé,ficharás,fichará,ficharemos,ficharéis,ficharán
447,zarparé,zarparás,zarpará,zarparemos,zarparéis,zarparán
448,maldeciré,maldecirás,maldecirá,maldeciremos,maldeciréis,maldecirán
449,lamentaré,lamentarás,lamentará,lamentaremos,lamentaréis,lamentarán
450,alegraré,alegrarás,alegrará,alegraremos,alegraréis,alegrarán
451,agregaré,agregarás,agregará,agregaremos,agregaréis,agregarán
452,careceré,carecerás,carecerá,careceremos,careceréis,carecerán
453,existiré,existirás,existirá,existiremos,existiréis,existirán
454,educaré,educarás,educará,educaremos,educaréis,educarán
455,caracterizaré,caracterizarás,caracterizará,caracterizaremos,caracterizaréis,caracterizarán
456,fiaré,fiarás,fiará,fiaremos,fiaréis,fiarán
457,recetaré,recetarás,recetará,recetaremos,recetaréis,recetarán
458,embarcaré,embarcarás,embarcará,embarcaremos,embarcaréis,embarcarán
459,abjuraré,abjurarás,abjurará,abjuraremos,abjuraréis,abjurarán
460,prometeré,prometerás,prometerá,prometeremos,prometeréis,prometerán
461,ablandaré,ablandarás,ablandará,ablandaremos,ablandaréis,ablandarán
462,patrullaré,patrullarás,patrullará,patrullaremos,patrullaréis,patrullarán
463,denegaré,denegarás,denegará,denegaremos,denegaréis,denegarán
464,abarrotaré,abarrotarás,abarrotará,abarrotaremos,abarrotaréis,abarrotarán
465,indagaré,indagarás,indagará,indagaremos,indagaréis,indagarán
466,justificaré,justificarás,justificará,justificaremos,justificaréis,justificarán
467,pescaré,pescarás,pescará,pescaremos,pescaréis,pescarán
468,copiaré,copiarás,copiará,copiaremos,copiaréis,copiarán
469,añadiré,añadirás,añadirá,añadiremos,añadiréis,añadirán
470,equivocaré,equivocarás,equivocará,equivocaremos,equivocaréis,equivocarán
471,blocaré,blocarás,blocará,blocaremos,blocaréis,blocarán
472,abocetaré,abocetarás,abocetará,abocetaremos,abocetaréis,abocetarán
473,opinaré,opinarás,opinará,opinaremos,opinaréis,opinarán
474,liaré,liarás,liará,liaremos,liaréis,liarán
475,enojaré,enojarás,enojará,enojaremos,enojaréis,enojarán
476,ofenderé,ofenderás,ofenderá,ofenderemos,ofenderéis,ofenderán
477,becaré,becarás,becará,becaremos,becaréis,becarán
478,concluiré,concluirás,concluirá,concluiremos,concluiréis,concluirán
479,lucharé,lucharás,luchará,lucharemos,lucharéis,lucharán
480,aconsejaré,aconsejarás,aconsejará,aconsejaremos,aconsejaréis,aconsejarán
481,doblaré,doblarás,doblará,doblaremos,doblaréis,doblarán
482,finalizaré,finalizarás,finalizará,finalizaremos,finalizaréis,finalizarán
483,facturaré,facturarás,facturará,facturaremos,facturaréis,facturarán
484,combinaré,combinarás,combinará,combinaremos,combinaréis,combinarán
485,significaré,significarás,significará,significaremos,significaréis,significarán
486,razonaré,razonarás,razonará,razonaremos,razonaréis,razonarán
487,calmaré,calmarás,calmará,calmaremos,calmaréis,calmarán
488,penderé,penderás,penderá,penderemos,penderéis,penderán
489,declararé,declararás,declarará,declararemos,declararéis,declararán
490,vendaré,vendarás,vendará,vendaremos,vendaréis,vendarán
491,robaré,robarás,robará,robaremos,robaréis,robarán
492,reservaré,reservarás,reservará,reservaremos,reservaréis,reservarán
493,capturaré,capturarás,capturará,capturaremos,capturaréis,capturarán
494,maltraeré,maltraerás,maltraerá,maltraeremos,maltraeréis,maltraerán
495,abollaré,abollarás,abollará,abollaremos,abollaréis,abollarán
496,narraré,narrarás,narrará,narraremos,narraréis,narrarán
497,charlaré,charlarás,charlará,charlaremos,charlaréis,charlarán
498,favoreceré,favorecerás,favorecerá,favoreceremos,favoreceréis,favorecerán
499,convendré,convendrás,convendrá,convendremos,convendréis,convendrán
500,decreceré,decrecerás,decrecerá,decreceremos,decreceréis,decrecerán
501,presentaré,presentarás,presentará,presentaremos,presentaréis,presentarán
502,editaré,editarás,editará,editaremos,editaréis,editarán
503,comunicaré,comunicarás,comunicará,comunicaremos,comunicaréis,comunicarán
504,manifestaré,manifestarás,manifestará,manifestaremos,manifestaréis,manifestarán
505,lesionaré,lesionarás,lesionará,lesionaremos,lesionaréis,lesionarán
506,idealizaré,idealizarás,idealizará,idealizaremos,idealizaréis,idealizarán
507,ejercitaré,ejercitarás,ejercitará,ejercitaremos,ejercitaréis,ejercitarán
508,investigaré,investigarás,investigará,investigaremos,investigaréis,investigarán
509,compondré,compondrás,compondrá,compondremos,compondréis,compondrán
510,ocultaré,ocultarás,ocultará,ocultaremos,ocultaréis,ocultarán
511,felicitaré,felicitarás,felicitará,felicitaremos,felicitaréis,felicitarán
512,flotaré,flotarás,flotará,flotaremos,flotaréis,flotarán
513,duraré,durarás,durará,duraremos,duraréis,durarán
514,emigraré,emigrarás,emigrará,emigraremos,emigraréis,emigrarán
515,fastidiaré,fastidiarás,fastidiará,fastidiaremos,fastidiaréis,fastidiarán
516,taparé,taparás,tapará,taparemos,taparéis,taparán
517,criaré,criarás,criará,criaremos,criaréis,criarán
518,portaré,portarás,portará,portaremos,portaréis,portarán
519,rezaré,rezarás,rezará,rezaremos,rezaréis,rezarán
520,vagaré,vagarás,vagará,vagaremos,vagaréis,vagarán
521,variaré,variarás,variará,variaremos,variaréis,variarán
522,edificaré,edificarás,edificará,edificaremos,edificaréis,edificarán
523,anunciaré,anunciarás,anunciará,anunciaremos,anunciaréis,anunciarán
524,lograré,lograrás,logrará,lograremos,lograréis,lograrán
525,reaccionaré,reaccionarás,reaccionará,reaccionaremos,reaccionaréis,reaccionarán
526,respetaré,respetarás,respetará,respetaremos,respetaréis,respetarán
527,tejeré,tejerás,tejerá,tejeremos,tejeréis,tejerán
528,fatigaré,fatigarás,fatigará,fatigaremos,fatigaréis,fatigarán
529,listaré,listarás,listará,listaremos,listaréis,listarán
530,omitiré,omitirás,omitirá,omitiremos,omitiréis,omitirán
531,botaré,botarás,botará,botaremos,botaréis,botarán
532,embelleceré,embellecerás,embellecerá,embelleceremos,embelleceréis,embellecerán
533,subrayaré,subrayarás,subrayará,subrayaremos,subrayaréis,subrayarán
534,envolveré,envolverás,envolverá,envolveremos,envolveréis,envolverán
535,depondré,depondrás,depondrá,depondremos,depondréis,depondrán
536,enseñaré,enseñarás,enseñará,enseñaremos,enseñaréis,enseñarán
537,disminuiré,disminuirás,disminuirá,disminuiremos,disminuiréis,disminuirán
538,calcularé,calcularás,calculará,calcularemos,calcularéis,calcularán
539,aumentaré,aumentarás,aumentará,aumentaremos,aumentaréis,aumentarán
540,seduciré,seducirás,seducirá,seduciremos,seduciréis,seducirán
541,castigaré,castigarás,castigará,castigaremos,castigaréis,castigarán
542,indicaré,indicarás,indicará,indicaremos,indicaréis,indicarán
543,negociaré,negociarás,negociará,negociaremos,negociaréis,negociarán
544,agarraré,agarrarás,agarrará,agarraremos,agarraréis,agarrarán
545,ignoraré,ignorarás,ignorará,ignoraremos,ignoraréis,ignorarán
546,emborracharé,emborracharás,emborrachará,emborracharemos,emborracharéis,emborracharán
547,funcionaré,funcionarás,funcionará,funcionaremos,funcionaréis,funcionarán
548,deprimiré,deprimirás,deprimirá,deprimiremos,deprimiréis,deprimirán
549,marearé,marearás,mareará,marearemos,marearéis,marearán
550,unificaré,unificarás,unificará,unificaremos,unificaréis,unificarán
551,atacaré,atacarás,atacará,atacaremos,atacaréis,atacarán
552,limitaré,limitarás,limitará,limitaremos,limitaréis,limitarán
553,impresionaré,impresionarás,impresionará,impresionaremos,impresionaréis,impresionarán
554,operaré,operarás,operará,operaremos,operaréis,operarán
555,efectuaré,efectuarás,efectuará,efectuaremos,efectuaréis,efectuarán
556,evitaré,evitarás,evitará,evitaremos,evitaréis,evitarán
557,pellizcaré,pellizcarás,pellizcará,pellizcaremos,pellizcaréis,pellizcarán
558,reciprocaré,reciprocarás,reciprocará,reciprocaremos,reciprocaréis,reciprocarán
559,predeciré o prediré,predecirás o predirás,predecirá o predirá,predeciremos o prediremos,predeciréis o prediréis,predecirán o predirán
560,sangraré,sangrarás,sangrará,sangraremos,sangraréis,sangrarán
561,legalizaré,legalizarás,legalizará,legalizaremos,legalizaréis,legalizarán
562,balancearé,balancearás,balanceará,balancearemos,balancearéis,balancearán
563,comprobaré,comprobarás,comprobará,comprobaremos,comprobaréis,comprobarán
564,granizaré,granizarás,granizará,granizaremos,granizaréis,granizarán
565,acertaré,acertarás,acertará,acertaremos,acertaréis,acertarán
566,interrumpiré,interrumpirás,interrumpirá,interrumpiremos,interrumpiréis,interrumpirán
567,recaeré,recaerás,recaerá,recaeremos,recaeréis,recaerán
568,coseré,coserás,coserá,coseremos,coseréis,coserán
569,informaré,informarás,informará,informaremos,informaréis,informarán
570,electrificaré,electrificarás,electrificará,electrificaremos,electrificaréis,electrificarán
571,abordaré,abordarás,abordará,abordaremos,abordaréis,abordarán
572,blanqueceré,blanquecerás,blanquecerá,blanqueceremos,blanqueceréis,blanquecerán
573,contendré,contendrás,contendrá,contendremos,contendréis,contendrán
574,calaré,calarás,calará,calaremos,calaréis,calarán
575,elogiaré,elogiarás,elogiará,elogiaremos,elogiaréis,elogiarán
576,eclosionaré,eclosionarás,eclosionará,eclosionaremos,eclosionaréis,eclosionarán
577,ejecutaré,ejecutarás,ejecutará,ejecutaremos,ejecutaréis,ejecutarán
578,doraré,dorarás,dorará,doraremos,doraréis,dorarán
579,guisaré,guisarás,guisará,guisaremos,guisaréis,guisarán
580,apreciaré,apreciarás,apreciará,apreciaremos,apreciaréis,apreciarán
581,facilitaré,facilitarás,facilitará,facilitaremos,facilitaréis,facilitarán
582,validaré,validarás,validará,validaremos,validaréis,validarán
583,elevaré,elevarás,elevará,elevaremos,elevaréis,elevarán
584,financiaré,financiarás,financiará,financiaremos,financiaréis,financiarán
585,reconstruiré,reconstruirás,reconstruirá,reconstruiremos,reconstruiréis,reconstruirán
586,hundiré,hundirás,hundirá,hundiremos,hundiréis,hundirán
587,degollaré,degollarás,degollará,degollaremos,degollaréis,degollarán
588,elaboraré,elaborarás,elaborará,elaboraremos,elaboraréis,elaborarán
589,me vanagloriaré,te vanagloriarás,se vanagloriará,nos vanagloriaremos,os vanagloriaréis,se vanagloriarán
590,repararé,repararás,reparará,repararemos,repararéis,repararán
591,desharé,desharás,deshará,desharemos,desharéis,desharán
592,taladraré,taladrarás,taladrará,taladraremos,taladraréis,taladrarán
593,valoraré,valorarás,valorará,valoraremos,valoraréis,valorarán
594,deformaré,deformarás,deformará,deformaremos,deformaréis,deformarán
595,mancharé,mancharás,manchará,mancharemos,mancharéis,mancharán
596,arrancaré,arrancarás,arrancará,arrancaremos,arrancaréis,arrancarán
597,promoveré,promoverás,promoverá,promoveremos,promoveréis,promoverán
598,tacharé,tacharás,tachará,tacharemos,tacharéis,tacharán
599,seleccionaré,seleccionarás,seleccionará,seleccionaremos,seleccionaréis,seleccionarán
600,tropezaré,tropezarás,tropezará,tropezaremos,tropezaréis,tropezarán
601,malograré,malograrás,malogrará,malograremos,malograréis,malograrán
602,votaré,votarás,votará,votaremos,votaréis,votarán
603,extenderé,extenderás,extenderá,extenderemos,extenderéis,extenderán
604,sucederé,sucederás,sucederá,sucederemos,sucederéis,sucederán
605,vadearé,vadearás,vadeará,vadearemos,vadearéis,vadearán
606,entretendré,entretendrás,entretendrá,entretendremos,entretendréis,entretendrán
607,aparcaré,aparcarás,aparcará,aparcaremos,aparcaréis,aparcarán
608,cazaré,cazarás,cazará,cazaremos,cazaréis,cazarán
609,plancharé,plancharás,planchará,plancharemos,plancharéis,plancharán
610,revisaré,revisarás,revisará,revisaremos,revisaréis,revisarán
611,guarneceré,guarnecerás,guarnecerá,guarneceremos,guarneceréis,guarnecerán
612,toleraré,tolerarás,tolerará,toleraremos,toleraréis,tolerarán
613,ahogaré,ahogarás,ahogará,ahogaremos,ahogaréis,ahogarán
614,separaré,separarás,separará,separaremos,separaréis,separarán
615,avergonzaré,avergonzarás,avergonzará,avergonzaremos,avergonzaréis,avergonzarán
616,idearé,idearás,ideará,idearemos,idearéis,idearán
617,tararearé,tararearás,tarareará,tararearemos,tararearéis,tararearán
618,vedaré,vedarás,vedará,vedaremos,vedaréis,vedarán
619,reclamaré,reclamarás,reclamará,reclamaremos,reclamaréis,reclamarán
620,vaporizaré,vaporizarás,vaporizará,vaporizaremos,vaporizaréis,vaporizarán
621,imitaré,imitarás,imitará,imitaremos,imitaréis,imitarán
622,admitiré,admitirás,admitirá,admitiremos,admitiréis,admitirán
623,generalizaré,generalizarás,generalizará,generalizaremos,generalizaréis,generalizarán
624,asustaré,asustarás,asustará,asustaremos,asustaréis,asustarán
625,consentiré,consentirás,consentirá,consentiremos,consentiréis,consentirán
626,falsificaré,falsificarás,falsificará,falsificaremos,falsificaréis,falsificarán
627,iluminaré,iluminarás,iluminará,iluminaremos,iluminaréis,iluminarán
628,pesaré,pesarás,pesará,pesaremos,pesaréis,pesarán
629,incorporaré,incorporarás,incorporará,incorporaremos,incorporaréis,incorporarán
630,resultaré,resultarás,resultará,resultaremos,resultaréis,resultarán
631,numeraré,numerarás,numerará,numeraremos,numeraréis,numerarán
632,tragaré,tragarás,tragará,tragaremos,tragaréis,tragarán
633,dividiré,dividirás,dividirá,dividiremos,dividiréis,dividirán
634,vararé,vararás,varará,vararemos,vararéis,vararán
635,salpicaré,salpicarás,salpicará,salpicaremos,salpicaréis,salpicarán
636,peligraré,peligrarás,peligrará,peligraremos,peligraréis,peligrarán
637,distraeré,distraerás,distraerá,distraeremos,distraeréis,distraerán
638,vacunaré,vacunarás,vacunará,vacunaremos,vacunaréis,vacunarán
639,rebajaré,rebajarás,rebajará,rebajaremos,rebajaréis,rebajarán
640,aborreceré,aborrecerás,aborrecerá,aborreceremos,aborreceréis,aborrecerán
641,entrenaré,entrenarás,entrenará,entrenaremos,entrenaréis,entrenarán
642,uniformaré,uniformarás,uniformará,uniformaremos,uniformaréis,uniformarán
643,mojaré,mojarás,mojará,mojaremos,mojaréis,mojarán
644,aplicaré,aplicarás,aplicará,aplicaremos,aplicaréis,aplicarán
645,completaré,completarás,completará,completaremos,completaréis,completarán
646,graznaré,graznarás,graznará,graznaremos,graznaréis,graznarán
647,vacilaré,vacilarás,vacilará,vacilaremos,vacilaréis,vacilarán
648,malinterpretaré,malinterpretarás,malinterpretará,malinterpretaremos,malinterpretaréis,malinterpretarán
649,sustituiré,sustituirás,sustituirá,sustituiremos,sustituiréis,sustituirán
650,generaré,generarás,generará,generaremos,generaréis,generarán
651,emplearé,emplearás,empleará,emplearemos,emplearéis,emplearán
652,legislaré,legislarás,legislará,legislaremos,legislaréis,legislarán
653,desarrollaré,desarrollarás,desarrollará,desarrollaremos,desarrollaréis,desarrollarán
654,perdonaré,perdonarás,perdonará,perdonaremos,perdonaréis,perdonarán
655,garantizaré,garantizarás,garantizará,garantizaremos,garantizaréis,garantizarán
656,confundiré,confundirás,confundirá,confundiremos,confundiréis,confundirán
657,consumiré,consumirás,consumirá,consumiremos,consumiréis,consumirán
658,tallaré,tallarás,tallará,tallaremos,tallaréis,tallarán
659,estornudaré,estornudarás,estornudará,estornudaremos,estornudaréis,estornudarán
660,enteraré,enterarás,enterará,enteraremos,enteraréis,enterarán
661,acamparé,acamparás,acampará,acamparemos,acamparéis,acamparán
662,bisbisearé,bisbisearás,bisbiseará,bisbisearemos,bisbisearéis,bisbisearán
663,valorizaré,valorizarás,valorizará,valorizaremos,valorizaréis,valorizarán
664,superaré,superarás,superará,superaremos,superaréis,superarán
665,vallaré,vallarás,vallará,vallaremos,vallaréis,vallarán
666,analizaré,analizarás,analizará,analizaremos,analizaréis,analizarán
667,orientaré,orientarás,orientará,orientaremos,orientaréis,orientarán
668,conjugaré,conjugarás,conjugará,conjugaremos,conjugaréis,conjugarán
669,litigaré,litigarás,litigará,litigaremos,litigaréis,litigarán
670,escaparé,escaparás,escapará,escaparemos,escaparéis,escaparán
671,amaneceré,amanecerás,amanecerá,amaneceremos,amaneceréis,amanecerán
672,prevendré,prevendrás,prevendrá,prevendremos,prevendréis,prevendrán
673,examinaré,examinarás,examinará,examinaremos,examinaréis,examinarán
674,cometeré,cometerás,cometerá,cometeremos,cometeréis,cometerán
675,inauguraré,inaugurarás,inaugurará,inauguraremos,inauguraréis,inaugurarán
676,despegaré,despegarás,despegará,despegaremos,despegaréis,despegarán
677,pelotearé,pelotearás,peloteará,pelotearemos,pelotearéis,pelotearán
678,maliciaré,maliciarás,maliciará,maliciaremos,maliciaréis,maliciarán
679,derruiré,derruirás,derruirá,derruiremos,derruiréis,derruirán
680,abrigaré,abrigarás,abrigará,abrigaremos,abrigaréis,abrigarán
681,ascenderé,ascenderás,ascenderá,ascenderemos,ascenderéis,ascenderán
682,escalaré,escalarás,escalará,escalaremos,escalaréis,escalarán
683,envidiaré,envidiarás,envidiará,envidiaremos,envidiaréis,envidiarán
684,conviviré,convivirás,convivirá,conviviremos,conviviréis,convivirán
685,apretaré,apretarás,apretará,apretaremos,apretaréis,apretarán
686,excluiré,excluirás,excluirá,excluiremos,excluiréis,excluirán
687,surgiré,surgirás,surgirá,surgiremos,surgiréis,surgirán
688,inclinaré,inclinarás,inclinará,inclinaremos,inclinaréis,inclinarán
689,incurriré,incurrirás,incurrirá,incurriremos,incurriréis,incurrirán
690,aplaudiré,aplaudirás,aplaudirá,aplaudiremos,aplaudiréis,aplaudirán
691,alojaré,alojarás,alojará,alojaremos,alojaréis,alojarán
692,recitaré,recitarás,recitará,recitaremos,recitaréis,recitarán
693,rendiré,rendirás,rendirá,rendiremos,rendiréis,rendirán
694,aseguraré,asegurarás,asegurará,aseguraremos,aseguraréis,asegurarán
695,cobraré,cobrarás,cobrará,cobraremos,cobraréis,cobrarán
696,afectaré,afectarás,afectará,afectaremos,afectaréis,afectarán
697,impulsaré,impulsarás,impulsará,impulsaremos,impulsaréis,impulsarán
698,empujaré,empujarás,empujará,empujaremos,empujaréis,empujarán
699,encargaré,encargarás,encargará,encargaremos,encargaréis,encargarán
700,controlaré,controlarás,controlará,controlaremos,controlaréis,controlarán
701,memorizaré,memorizarás,memorizará,memorizaremos,memorizaréis,memorizarán
702,platicaré,platicarás,platicará,platicaremos,platicaréis,platicarán
703,incendiaré,incendiarás,incendiará,incendiaremos,incendiaréis,incendiarán
704,manaré,manarás,manará,manaremos,manaréis,manarán
705,formaré,formarás,formará,formaremos,formaréis,formarán
706,acudiré,acudirás,acudirá,acudiremos,acudiréis,acudirán
707,bañaré,bañarás,bañará,bañaremos,bañaréis,bañarán
708,rescataré,rescatarás,rescatará,rescataremos,rescataréis,rescatarán
709,emitiré,emitirás,emitirá,emitiremos,emitiréis,emitirán
710,contraeré,contraerás,contraerá,contraeremos,contraeréis,contraerán
711,engordaré,engordarás,engordará,engordaremos,engordaréis,engordarán
712,criticaré,criticarás,criticará,criticaremos,criticaréis,criticarán
713,abusaré,abusarás,abusará,abusaremos,abusaréis,abusarán
714,descargaré,descargarás,descargará,descargaremos,descargaréis,descargarán
715,tablearé,tablearás,tableará,tablearemos,tablearéis,tablearán
716,gandulearé,gandulearás,ganduleará,gandulearemos,gandulearéis,gandulearán
717,destacaré,destacarás,destacará,destacaremos,destacaréis,destacarán
718,inventaré,inventarás,inventará,inventaremos,inventaréis,inventarán
719,humillaré,humillarás,humillará,humillaremos,humillaréis,humillarán
720,admiraré,admirarás,admirará,admiraremos,admiraréis,admirarán
721,valsaré,valsarás,valsará,valsaremos,valsaréis,valsarán
722,encerraré,encerrarás,encerrará,encerraremos,encerraréis,encerrarán
723,salivaré,salivarás,salivará,salivaremos,salivaréis,salivarán
724,explotaré,explotarás,explotará,explotaremos,explotaréis,explotarán
725,iniciaré,iniciarás,iniciará,iniciaremos,iniciaréis,iniciarán
726,solicitaré,solicitarás,solicitará,solicitaremos,solicitaréis,solicitarán
727,consideraré,considerarás,considerará,consideraremos,consideraréis,considerarán
728,acariciaré,acariciarás,acariciará,acariciaremos,acariciaréis,acariciarán
729,aplazaré,aplazarás,aplazará,aplazaremos,aplazaréis,aplazarán
730,sostendré,sostendrás,sostendrá,sostendremos,sostendréis,sostendrán
731,contagiaré,contagiarás,contagiará,contagiaremos,contagiaréis,contagiarán
732,acogeré,acogerás,acogerá,acogeremos,acogeréis,acogerán
733,intuiré,intuirás,intuirá,intuiremos,intuiréis,intuirán
734,acentuaré,acentuarás,acentuará,acentuaremos,acentuaréis,acentuarán
735,alimentaré,alimentarás,alimentará,alimentaremos,alimentaréis,alimentarán
736,absolveré,absolverás,absolverá,absolveremos,absolveréis,absolverán
737,adoraré,adorarás,adorará,adoraremos,adoraréis,adorarán
738,tostaré,tostarás,tostará,tostaremos,tostaréis,tostarán
739,agotaré,agotarás,agotará,agotaremos,agotaréis,agotarán
740,malinformaré,malinformarás,malinformará,malinformaremos,malinformaréis,malinformarán
741,acostumbraré,acostumbrarás,acostumbrará,acostumbraremos,acostumbraréis,acostumbrarán
742,aguantaré,aguantarás,aguantará,aguantaremos,aguantaréis,aguantarán
743,prevaldré,prevaldrás,prevaldrá,prevaldremos,prevaldréis,prevaldrán
744,contactaré,contactarás,contactará,contactaremos,contactaréis,contactarán
745,adivinaré,adivinarás,adivinará,adivinaremos,adivinaréis,adivinarán
746,atribuiré,atribuirás,atribuirá,atribuiremos,atribuiréis,atribuirán
747,animaré,animarás,animará,animaremos,animaréis,animarán
748,contaminaré,contaminarás,contaminará,contaminaremos,contaminaréis,contaminarán
749,inscribiré,inscribirás,inscribirá,inscribiremos,inscribiréis,inscribirán
750,mascaré,mascarás,mascará,mascaremos,mascaréis,mascarán
751,mentaré,mentarás,mentará,mentaremos,mentaréis,mentarán
752,colaboraré,colaborarás,colaborará,colaboraremos,colaboraréis,colaborarán
753,divorciaré,divorciarás,divorciará,divorciaremos,divorciaréis,divorciarán
754,agitaré,agitarás,agitará,agitaremos,agitaréis,agitarán
755,retiraré,retirarás,retirará,retiraremos,retiraréis,retirarán
756,resfriaré,resfriarás,resfriará,resfriaremos,resfriaréis,resfriarán
757,preveré,preverás,preverá,preveremos,preveréis,preverán
758,asiré,asirás,asirá,asiremos,asiréis,asirán
759,apellidaré,apellidarás,apellidará,apellidaremos,apellidaréis,apellidarán
760,broncearé,broncearás,bronceará,broncearemos,broncearéis,broncearán
761,derretiré,derretirás,derretirá,derretiremos,derretiréis,derretirán
762,repartiré,repartirás,repartirá,repartiremos,repartiréis,repartirán
763,dispondré,dispondrás,dispondrá,dispondremos,dispondréis,dispondrán
764,dimitiré,dimitirás,dimitirá,dimitiremos,dimitiréis,dimitirán
765,abrasaré,abrasarás,abrasará,abrasaremos,abrasaréis,abrasarán
766,regatearé,regatearás,regateará,regatearemos,regatearéis,regatearán
767,citaré,citarás,citará,citaremos,citaréis,citarán
768,averiaré,averiarás,averiará,averiaremos,averiaréis,averiarán
769,autorizaré,autorizarás,autorizará,autorizaremos,autorizaréis,autorizarán
770,derramaré,derramarás,derramará,derramaremos,derramaréis,derramarán
771,abrocharé,abrocharás,abrochará,abrocharemos,abrocharéis,abrocharán
772,alentaré,alentarás,alentará,alentaremos,alentaréis,alentarán
773,refrescaré,refrescarás,refrescará,refrescaremos,refrescaréis,refrescarán
774,pronunciaré,pronunciarás,pronunciará,pronunciaremos,pronunciaréis,pronunciarán
775,consistiré,consistirás,consistirá,consistiremos,consistiréis,consistirán
776,contradeciré o contradiré,contradecirás o contradirás,contradecirá o contradirá,contradeciremos o contradiremos,contradeciréis o contradiréis,contradecirán o contradirán
777,alejaré,alejarás,alejará,alejaremos,alejaréis,alejarán
778,corresponderé,corresponderás,corresponderá,corresponderemos,corresponderéis,corresponderán
779,espiaré,espiarás,espiará,espiaremos,espiaréis,espiarán
780,consultaré,consultarás,consultará,consultaremos,consultaréis,consultarán
781,estresaré,estresarás,estresará,estresaremos,estresaréis,estresarán
782,revelaré,revelarás,revelará,revelaremos,revelaréis,revelarán
783,reflexionaré,reflexionarás,reflexionará,reflexionaremos,reflexionaréis,reflexionarán
784,forzaré,forzarás,forzará,forzaremos,forzaréis,forzarán
785,alzaré,alzarás,alzará,alzaremos,alzaréis,alzarán
786,respiraré,respirarás,respirará,respiraremos,respiraréis,respirarán
787,deslizaré,deslizarás,deslizará,deslizaremos,deslizaréis,deslizarán
788,batiré,batirás,batirá,batiremos,batiréis,batirán
789,compararé,compararás,comparará,compararemos,compararéis,compararán
790,pospondré,pospondrás,pospondrá,pospondremos,pospondréis,pospondrán
791,aguaré,aguarás,aguará,aguaremos,aguaréis,aguarán
792,cultivaré,cultivarás,cultivará,cultivaremos,cultivaréis,cultivarán
793,aterrorizaré,aterrorizarás,aterrorizará,aterrorizaremos,aterrorizaréis,aterrorizarán
794,absorberé,absorberás,absorberá,absorberemos,absorberéis,absorberán
795,bulliré,bullirás,bullirá,bulliremos,bulliréis,bullirán
796,combatiré,combatirás,combatirá,combatiremos,combatiréis,combatirán
797,anocheceré,anochecerás,anochecerá,anocheceremos,anocheceréis,anochecerán
798,ajustaré,ajustarás,ajustará,ajustaremos,ajustaréis,ajustarán
799,curaré,curarás,curará,curaremos,curaréis,curarán
800,estiraré,estirarás,estirará,estiraremos,estiraréis,estirarán
801,abreviaré,abreviarás,abreviará,abreviaremos,abreviaréis,abreviarán
