,yo,tu,el/ella,nosotros,vosotros,ellos/ellas
418,distinguiere,distinguieres,distinguiere,distinguiéremos,distinguiereis,distinguieren
419,abaratare,abaratares,abaratare,abaratáremos,abaratareis,abarataren
420,molestare,molestares,molestare,molestáremos,molestareis,molestaren
421,atravesare,atravesares,atravesare,atravesáremos,atravesareis,atravesaren
422,distribuyere,distribuyeres,distribuyere,distribuyéremos,distribuyereis,distribuyeren
423,machacare,machacares,machacare,machacáremos,machacareis,machacaren
424,importare,importares,importare,importáremos,importareis,importaren
425,fabricare,fabricares,fabricare,fabricáremos,fabricareis,fabricaren
426,atare,atares,atare,atáremos,atareis,ataren
427,observare,observares,observare,observáremos,observareis,observaren
428,bloqueare,bloqueares,bloqueare,bloqueáremos,bloqueareis,bloquearen
429,yuxtapusiere,yuxtapusieres,yuxtapusiere,yuxtapusiéremos,yuxtapusiereis,yuxtapusieren
430,atreviere,atrevieres,atreviere,atreviéremos,atreviereis,atrevieren
431,decorare,decorares,decorare,decoráremos,decorareis,decoraren
432,bostezare,bostezares,bostezare,bostezáremos,bostezareis,bostezaren
433,avanzare,avanzares,avanzare,avanzáremos,avanzareis,avanzaren
434,revolviere,revolvieres,revolviere,revolviéremos,revolviereis,revolvieren
435,comentare,comentares,comentare,comentáremos,comentareis,comentaren
436,nombrare,nombrares,nombrare,nombráremos,nombrareis,nombraren
437,fregare,fregares,fregare,fregáremos,fregareis,fregaren
438,fallare,fallares,fallare,falláremos,fallareis,fallaren
439,relajare,relajares,relajare,relajáremos,relajareis,relajaren
440,ubicare,ubicares,ubicare,ubicáremos,ubicareis,ubicaren
441,abastare,abastares,abastare,abastáremos,abastareis,abastaren
442,recalentare,recalentares,recalentare,recalentáremos,recalentareis,recalentaren
443,permaneciere,permanecieres,permaneciere,permaneciéremos,permaneciereis,permanecieren
444,floreciere,florecieres,floreciere,floreciéremos,floreciereis,florecieren
445,zumbare,zumbares,zumbare,zumbáremos,zumbareis,zumbaren
446,fichare,fichares,fichare,ficháremos,fichareis,ficharen
447,zarpare,zarpares,zarpare,zarpáremos,zarpareis,zarparen
448,maldijere,maldijeres,maldijere,maldijéremos,maldijereis,maldijeren
449,lamentare,lamentares,lamentare,lamentáremos,lamentareis,lamentaren
450,alegrare,alegrares,alegrare,alegráremos,alegrareis,alegraren
451,agregare,agregares,agregare,agregáremos,agregareis,agregaren
452,careciere,carecieres,careciere,careciéremos,careciereis,carecieren
453,existiere,existieres,existiere,existiéremos,existiereis,existieren
454,educare,educares,educare,educáremos,educareis,educaren
455,caracterizare,caracterizares,caracterizare,caracterizáremos,caracterizareis,caracterizaren
456,fiare,fiares,fiare,fiáremos,fiareis,fiaren
457,recetare,recetares,recetare,recetáremos,recetareis,recetaren
458,embarcare,embarcares,embarcare,embarcáremos,embarcareis,embarcaren
459,abjurare,abjurares,abjurare,abjuráremos,abjurareis,abjuraren
460,prometiere,prometieres,prometiere,prometiéremos,prometiereis,prometieren
461,ablandare,ablandares,ablandare,ablandáremos,ablandareis,ablandaren
462,patrullare,patrullares,patrullare,patrulláremos,patrullareis,patrullaren
463,denegare,denegares,denegare,denegáremos,denegareis,denegaren
464,abarrotare,abarrotares,abarrotare,abarrotáremos,abarrotareis,abarrotaren
465,indagare,indagares,indagare,indagáremos,indagareis,indagaren
466,justificare,justificares,justificare,justificáremos,justificareis,justificaren
467,pescare,pescares,pescare,pescáremos,pescareis,pescaren
468,copiare,copiares,copiare,copiáremos,copiareis,copiaren
469,añadiere,añadieres,añadiere,añadiéremos,añadiereis,añadieren
470,equivocare,equivocares,equivocare,equivocáremos,equivocareis,equivocaren
471,blocare,blocares,blocare,blocáremos,blocareis,blocaren
472,abocetare,abocetares,abocetare,abocetáremos,abocetareis,abocetaren
473,opinare,opinares,opinare,opináremos,opinareis,opinaren
474,liare,liares,liare,liáremos,liareis,liaren
475,enojare,enojares,enojare,enojáremos,enojareis,enojaren
476,ofendiere,ofendieres,ofendiere,ofendiéremos,ofendiereis,ofendieren
477,becare,becares,becare,becáremos,becareis,becaren
478,concluyere,concluyeres,concluyere,concluyéremos,concluyereis,concluyeren
479,luchare,luchares,luchare,lucháremos,luchareis,lucharen
480,aconsejare,aconsejares,aconsejare,aconsejáremos,aconsejareis,aconsejaren
481,doblare,doblares,doblare,dobláremos,doblareis,doblaren
482,finalizare,finalizares,finalizare,finalizáremos,finalizareis,finalizaren
483,facturare,facturares,facturare,facturáremos,facturareis,facturaren
484,combinare,combinares,combinare,combináremos,combinareis,combinaren
485,significare,significares,significare,significáremos,significareis,significaren
486,razonare,razonares,razonare,razonáremos,razonareis,razonaren
487,calmare,calmares,calmare,calmáremos,calmareis,calmaren
488,pendiere,pendieres,pendiere,pendiéremos,pendiereis,pendieren
489,declarare,declarares,declarare,declaráremos,declarareis,declararen
490,vendare,vendares,vendare,vendáremos,vendareis,vendaren
491,robare,robares,robare,robáremos,robareis,robaren
492,reservare,reservares,reservare,reserváremos,reservareis,reservaren
493,capturare,capturares,capturare,capturáremos,capturareis,capturaren
494,maltrajere,maltrajeres,maltrajere,maltrajéremos,maltrajereis,maltrajeren
495,abollare,abollares,abollare,abolláremos,abollareis,abollaren
496,narrare,narrares,narrare,narráremos,narrareis,narraren
497,charlare,charlares,charlare,charláremos,charlareis,charlaren
498,favoreciere,favorecieres,favoreciere,favoreciéremos,favoreciereis,favorecieren
499,conviniere,convinieres,conviniere,conviniéremos,conviniereis,convinieren
500,decreciere,decrecieres,decreciere,decreciéremos,decreciereis,decrecieren
501,presentare,presentares,presentare,presentáremos,presentareis,presentaren
502,editare,editares,editare,editáremos,editareis,editaren
503,comunicare,comunicares,comunicare,comunicáremos,comunicareis,comunicaren
504,manifestare,manifestares,manifestare,manifestáremos,manifestareis,manifestaren
505,lesionare,lesionares,lesionare,lesionáremos,lesionareis,lesionaren
506,idealizare,idealizares,idealizare,idealizáremos,idealizareis,idealizaren
507,ejercitare,ejercitares,ejercitare,ejercitáremos,ejercitareis,ejercitaren
508,investigare,investigares,investigare,investigáremos,investigareis,investigaren
509,compusiere,compusieres,compusiere,compusiéremos,compusiereis,compusieren
510,ocultare,ocultares,ocultare,ocultáremos,ocultareis,ocultaren
511,felicitare,felicitares,felicitare,felicitáremos,felicitareis,felicitaren
512,flotare,flotares,flotare,flotáremos,flotareis,flotaren
513,durare,durares,durare,duráremos,durareis,duraren
514,emigrare,emigrares,emigrare,emigráremos,emigrareis,emigraren
515,fastidiare,fastidiares,fastidiare,fastidiáremos,fastidiareis,fastidiaren
516,tapare,tapares,tapare,tapáremos,tapareis,taparen
517,criare,criares,criare,criáremos,criareis,criaren
518,portare,portares,portare,portáremos,portareis,portaren
519,rezare,rezares,rezare,rezáremos,rezareis,rezaren
520,vagare,vagares,vagare,vagáremos,vagareis,vagaren
521,variare,variares,variare,variáremos,variareis,variaren
522,edificare,edificares,edificare,edificáremos,edificareis,edificaren
523,anunciare,anunciares,anunciare,anunciáremos,anunciareis,anunciaren
524,lograre,lograres,lograre,lográremos,lograreis,lograren
525,reaccionare,reaccionares,reaccionare,reaccionáremos,reaccionareis,reaccionaren
526,respetare,respetares,respetare,respetáremos,respetareis,respetaren
527,tejiere,tejieres,tejiere,tejiéremos,tejiereis,tejieren
528,fatigare,fatigares,fatigare,fatigáremos,fatigareis,fatigaren
529,listare,listares,listare,listáremos,listareis,listaren
530,omitiere,omitieres,omitiere,omitiéremos,omitiereis,omitieren
531,botare,botares,botare,botáremos,botareis,botaren
532,embelleciere,embellecieres,embelleciere,embelleciéremos,embelleciereis,embellecieren
533,subrayare,subrayares,subrayare,subrayáremos,subrayareis,subrayaren
534,envolviere,envolvieres,envolviere,envolviéremos,envolviereis,envolvieren
535,depusiere,depusieres,depusiere,depusiéremos,depusiereis,depusieren
536,enseñare,enseñares,enseñare,enseñáremos,enseñareis,enseñaren
537,disminuyere,disminuyeres,disminuyere,disminuyéremos,disminuyereis,disminuyeren
538,calculare,calculares,calculare,calculáremos,calculareis,calcularen
539,aumentare,aumentares,aumentare,aumentáremos,aumentareis,aumentaren
540,sedujere,sedujeres,sedujere,sedujéremos,sedujereis,sedujeren
541,castigare,castigares,castigare,castigáremos,castigareis,castigaren
542,indicare,indicares,indicare,indicáremos,indicareis,indicaren
543,negociare,negociares,negociare,negociáremos,negociareis,negociaren
544,agarrare,agarrares,agarrare,agarráremos,agarrareis,agarraren
545,ignorare,ignorares,ignorare,ignoráremos,ignorareis,ignoraren
546,emborrachare,emborrachares,emborrachare,emborracháremos,emborrachareis,emborracharen
547,funcionare,funcionares,funcionare,funcionáremos,funcionareis,funcionaren
548,deprimiere,deprimieres,deprimiere,deprimiéremos,deprimiereis,deprimieren
549,mareare,mareares,mareare,mareáremos,mareareis,marearen
550,unificare,unificares,unificare,unificáremos,unificareis,unificaren
551,atacare,atacares,atacare,atacáremos,atacareis,atacaren
552,limitare,limitares,limitare,limitáremos,limitareis,limitaren
553,impresionare,impresionares,impresionare,impresionáremos,impresionareis,impresionaren
554,operare,operares,operare,operáremos,operareis,operaren
555,efectuare,efectuares,efectuare,efectuáremos,efectuareis,efectuaren
556,evitare,evitares,evitare,evitáremos,evitareis,evitaren
557,pellizcare,pellizcares,pellizcare,pellizcáremos,pellizcareis,pellizcaren
558,reciprocare,reciprocares,reciprocare,reciprocáremos,reciprocareis,reciprocaren
559,predijere,predijeres,predijere,predijéremos,predijereis,predijeren
560,sangrare,sangrares,sangrare,sangráremos,sangrareis,sangraren
561,legalizare,legalizares,legalizare,legalizáremos,legalizareis,legalizaren
562,balanceare,balanceares,balanceare,balanceáremos,balanceareis,balancearen
563,comprobare,comprobares,comprobare,comprobáremos,comprobareis,comprobaren
564,granizare,granizares,granizare,granizáremos,granizareis,granizaren
565,acertare,acertares,acertare,acertáremos,acertareis,acertaren
566,interrumpiere,interrumpieres,interrumpiere,interrumpiéremos,interrumpiereis,interrumpieren
567,recayere,recayeres,recayere,recayéremos,recayereis,recayeren
568,cosiere,cosieres,cosiere,cosiéremos,cosiereis,cosieren
569,informare,informares,informare,informáremos,informareis,informaren
570,electrificare,electrificares,electrificare,electrificáremos,electrificareis,electrificaren
571,abordare,abordares,abordare,abordáremos,abordareis,abordaren
572,blanqueciere,blanquecieres,blanqueciere,blanqueciéremos,blanqueciereis,blanquecieren
573,contuviere,contuvieres,contuviere,contuviéremos,contuviereis,contuvieren
574,calare,calares,calare,caláremos,calareis,calaren
575,elogiare,elogiares,elogiare,elogiáremos,elogiareis,elogiaren
576,eclosionare,eclosionares,eclosionare,eclosionáremos,eclosionareis,eclosionaren
577,ejecutare,ejecutares,ejecutare,ejecutáremos,ejecutareis,ejecutaren
578,dorare,dorares,dorare,doráremos,dorareis,doraren
579,guisare,guisares,guisare,guisáremos,guisareis,guisaren
580,apreciare,apreciares,apreciare,apreciáremos,apreciareis,apreciaren
581,facilitare,facilitares,facilitare,facilitáremos,facilitareis,facilitaren
582,validare,validares,validare,validáremos,validareis,validaren
583,elevare,elevares,elevare,eleváremos,elevareis,elevaren
584,financiare,financiares,financiare,financiáremos,financiareis,financiaren
585,reconstruyere,reconstruyeres,reconstruyere,reconstruyéremos,reconstruyereis,reconstruyeren
586,hundiere,hundieres,hundiere,hundiéremos,hundiereis,hundieren
587,degollare,degollares,degollare,degolláremos,degollareis,degollaren
588,elaborare,elaborares,elaborare,elaboráremos,elaborareis,elaboraren
589,me vanagloriare,te vanagloriares,se vanagloriare,nos vanagloriáremos,os vanagloriareis,se vanagloriaren
590,reparare,reparares,reparare,reparáremos,reparareis,repararen
591,deshiciere,deshicieres,deshiciere,deshiciéremos,deshiciereis,deshicieren
592,taladrare,taladrares,taladrare,taladráremos,taladrareis,taladraren
593,valorare,valorares,valorare,valoráremos,valorareis,valoraren
594,deformare,deformares,deformare,deformáremos,deformareis,deformaren
595,manchare,manchares,manchare,mancháremos,manchareis,mancharen
596,arrancare,arrancares,arrancare,arrancáremos,arrancareis,arrancaren
597,promoviere,promovieres,promoviere,promoviéremos,promoviereis,promovieren
598,tachare,tachares,tachare,tacháremos,tachareis,tacharen
599,seleccionare,seleccionares,seleccionare,seleccionáremos,seleccionareis,seleccionaren
600,tropezare,tropezares,tropezare,tropezáremos,tropezareis,tropezaren
601,malograre,malograres,malograre,malográremos,malograreis,malograren
602,votare,votares,votare,votáremos,votareis,votaren
603,extendiere,extendieres,extendiere,extendiéremos,extendiereis,extendieren
604,sucediere,sucedieres,sucediere,sucediéremos,sucediereis,sucedieren
605,vadeare,vadeares,vadeare,vadeáremos,vadeareis,vadearen
606,entretuviere,entretuvieres,entretuviere,entretuviéremos,entretuviereis,entretuvieren
607,aparcare,aparcares,aparcare,aparcáremos,aparcareis,aparcaren
608,cazare,cazares,cazare,cazáremos,cazareis,cazaren
609,planchare,planchares,planchare,plancháremos,planchareis,plancharen
610,revisare,revisares,revisare,revisáremos,revisareis,revisaren
611,guarneciere,guarnecieres,guarneciere,guarneciéremos,guarneciereis,guarnecieren
612,tolerare,tolerares,tolerare,toleráremos,tolerareis,toleraren
613,ahogare,ahogares,ahogare,ahogáremos,ahogareis,ahogaren
614,separare,separares,separare,separáremos,separareis,separaren
615,avergonzare,avergonzares,avergonzare,avergonzáremos,avergonzareis,avergonzaren
616,ideare,ideares,ideare,ideáremos,ideareis,idearen
617,tarareare,tarareares,tarareare,tarareáremos,tarareareis,tararearen
618,vedare,vedares,vedare,vedáremos,vedareis,vedaren
619,reclamare,reclamares,reclamare,reclamáremos,reclamareis,reclamaren
620,vaporizare,vaporizares,vaporizare,vaporizáremos,vaporizareis,vaporizaren
621,imitare,imitares,imitare,imitáremos,imitareis,imitaren
622,admitiere,admitieres,admitiere,admitiéremos,admitiereis,admitieren
623,generalizare,generalizares,generalizare,generalizáremos,generalizareis,generalizaren
624,asustare,asustares,asustare,asustáremos,asustareis,asustaren
625,consintiere,consintieres,consintiere,consintiéremos,consintiereis,consintieren
626,falsificare,falsificares,falsificare,falsificáremos,falsificareis,falsificaren
627,iluminare,iluminares,iluminare,ilumináremos,iluminareis,iluminaren
628,pesare,pesares,pesare,pesáremos,pesareis,pesaren
629,incorporare,incorporares,incorporare,incorporáremos,incorporareis,incorporaren
630,resultare,resultares,resultare,resultáremos,resultareis,resultaren
631,numerare,numerares,numerare,numeráremos,numerareis,numeraren
632,tragare,tragares,tragare,tragáremos,tragareis,tragaren
633,dividiere,dividieres,dividiere,dividiéremos,dividiereis,dividieren
634,varare,varares,varare,varáremos,varareis,vararen
635,salpicare,salpicares,salpicare,salpicáremos,salpicareis,salpicaren
636,peligrare,peligrares,peligrare,peligráremos,peligrareis,peligraren
637,distrajere,distrajeres,distrajere,distrajéremos,distrajereis,distrajeren
638,vacunare,vacunares,vacunare,vacunáremos,vacunareis,vacunaren
639,rebajare,rebajares,rebajare,rebajáremos,rebajareis,rebajaren
640,aborreciere,aborrecieres,aborreciere,aborreciéremos,aborreciereis,aborrecieren
641,entrenare,entrenares,entrenare,entrenáremos,entrenareis,entrenaren
642,uniformare,uniformares,uniformare,uniformáremos,uniformareis,uniformaren
643,mojare,mojares,mojare,mojáremos,mojareis,mojaren
644,aplicare,aplicares,aplicare,aplicáremos,aplicareis,aplicaren
645,completare,completares,completare,completáremos,completareis,completaren
646,graznare,graznares,graznare,graznáremos,graznareis,graznaren
647,vacilare,vacilares,vacilare,vaciláremos,vacilareis,vacilaren
648,malinterpretare,malinterpretares,malinterpretare,malinterpretáremos,malinterpretareis,malinterpretaren
649,sustituyere,sustituyeres,sustituyere,sustituyéremos,sustituyereis,sustituyeren
650,generare,generares,generare,generáremos,generareis,generaren
651,empleare,empleares,empleare,empleáremos,empleareis,emplearen
652,legislare,legislares,legislare,legisláremos,legislareis,legislaren
653,desarrollare,desarrollares,desarrollare,desarrolláremos,desarrollareis,desarrollaren
654,perdonare,perdonares,perdonare,perdonáremos,perdonareis,perdonaren
655,garantizare,garantizares,garantizare,garantizáremos,garantizareis,garantizaren
656,confundiere,confundieres,confundiere,confundiéremos,confundiereis,confundieren
657,consumiere,consumieres,consumiere,consumiéremos,consumiereis,consumieren
658,tallare,tallares,tallare,talláremos,tallareis,tallaren
659,estornudare,estornudares,estornudare,estornudáremos,estornudareis,estornudaren
660,enterare,enterares,enterare,enteráremos,enterareis,enteraren
661,acampare,acampares,acampare,acampáremos,acampareis,acamparen
662,bisbiseare,bisbiseares,bisbiseare,bisbiseáremos,bisbiseareis,bisbisearen
663,valorizare,valorizares,valorizare,valorizáremos,valorizareis,valorizaren
664,superare,superares,superare,superáremos,superareis,superaren
665,vallare,vallares,vallare,valláremos,vallareis,vallaren
666,analizare,analizares,analizare,analizáremos,analizareis,analizaren
667,orientare,orientares,orientare,orientáremos,orientareis,orientaren
668,conjugare,conjugares,conjugare,conjugáremos,conjugareis,conjugaren
669,litigare,litigares,litigare,litigáremos,litigareis,litigaren
670,escapare,escapares,escapare,escapáremos,escapareis,escaparen
671,amaneciere,amanecieres,amaneciere,amaneciéremos,amaneciereis,amanecieren
672,previniere,previnieres,previniere,previniéremos,previniereis,previnieren
673,examinare,examinares,examinare,examináremos,examinareis,examinaren
674,cometiere,cometieres,cometiere,cometiéremos,cometiereis,cometieren
675,inaugurare,inaugurares,inaugurare,inauguráremos,inaugurareis,inauguraren
676,despegare,despegares,despegare,despegáremos,despegareis,despegaren
677,peloteare,peloteares,peloteare,peloteáremos,peloteareis,pelotearen
678,maliciare,maliciares,maliciare,maliciáremos,maliciareis,maliciaren
679,derruyere,derruyeres,derruyere,derruyéremos,derruyereis,derruyeren
680,abrigare,abrigares,abrigare,abrigáremos,abrigareis,abrigaren
681,ascendiere,ascendieres,ascendiere,ascendiéremos,ascendiereis,ascendieren
682,escalare,escalares,escalare,escaláremos,escalareis,escalaren
683,envidiare,envidiares,envidiare,envidiáremos,envidiareis,envidiaren
684,conviviere,convivieres,conviviere,conviviéremos,conviviereis,convivieren
685,apretare,apretares,apretare,apretáremos,apretareis,apretaren
686,excluyere,excluyeres,excluyere,excluyéremos,excluyereis,excluyeren
687,surgiere,surgieres,surgiere,surgiéremos,surgiereis,surgieren
688,inclinare,inclinares,inclinare,inclináremos,inclinareis,inclinaren
689,incurriere,incurrieres,incurriere,incurriéremos,incurriereis,incurrieren
690,aplaudiere,aplaudieres,aplaudiere,aplaudiéremos,aplaudiereis,aplaudieren
691,alojare,alojares,alojare,alojáremos,alojareis,alojaren
692,recitare,recitares,recitare,recitáremos,recitareis,recitaren
693,rindiere,rindieres,rindiere,rindiéremos,rindiereis,rindieren
694,asegurare,asegurares,asegurare,aseguráremos,asegurareis,aseguraren
695,cobrare,cobrares,cobrare,cobráremos,cobrareis,cobraren
696,afectare,afectares,afectare,afectáremos,afectareis,afectaren
697,impulsare,impulsares,impulsare,impulsáremos,impulsareis,impulsaren
698,empujare,empujares,empujare,empujáremos,empujareis,empujaren
699,encargare,encargares,encargare,encargáremos,encargareis,encargaren
700,controlare,controlares,controlare,controláremos,controlareis,controlaren
701,memorizare,memorizares,memorizare,memorizáremos,memorizareis,memorizaren
702,platicare,platicares,platicare,platicáremos,platicareis,platicaren
703,incendiare,incendiares,incendiare,incendiáremos,incendiareis,incendiaren
704,manare,manares,manare,manáremos,manareis,manaren
705,formare,formares,formare,formáremos,formareis,formaren
706,acudiere,acudieres,acudiere,acudiéremos,acudiereis,acudieren
707,bañare,bañares,bañare,bañáremos,bañareis,bañaren
708,rescatare,rescatares,rescatare,rescatáremos,rescatareis,rescataren
709,emitiere,emitieres,emitiere,emitiéremos,emitiereis,emitieren
710,contrajere,contrajeres,contrajere,contrajéremos,contrajereis,contrajeren
711,engordare,engordares,engordare,engordáremos,engordareis,engordaren
712,criticare,criticares,criticare,criticáremos,criticareis,criticaren
713,abusare,abusares,abusare,abusáremos,abusareis,abusaren
714,descargare,descargares,descargare,descargáremos,descargareis,descargaren
715,tableare,tableares,tableare,tableáremos,tableareis,tablearen
716,ganduleare,ganduleares,ganduleare,ganduleáremos,ganduleareis,gandulearen
717,destacare,destacares,destacare,destacáremos,destacareis,destacaren
718,inventare,inventares,inventare,inventáremos,inventareis,inventaren
719,humillare,humillares,humillare,humilláremos,humillareis,humillaren
720,admirare,admirares,admirare,admiráremos,admirareis,admiraren
721,valsare,valsares,valsare,valsáremos,valsareis,valsaren
722,encerrare,encerrares,encerrare,encerráremos,encerrareis,encerraren
723,salivare,salivares,salivare,saliváremos,salivareis,salivaren
724,explotare,explotares,explotare,explotáremos,explotareis,explotaren
725,iniciare,iniciares,iniciare,iniciáremos,iniciareis,iniciaren
726,solicitare,solicitares,solicitare,solicitáremos,solicitareis,solicitaren
727,considerare,considerares,considerare,consideráremos,considerareis,consideraren
728,acariciare,acariciares,acariciare,acariciáremos,acariciareis,acariciaren
729,aplazare,aplazares,aplazare,aplazáremos,aplazareis,aplazaren
730,sostuviere,sostuvieres,sostuviere,sostuviéremos,sostuviereis,sostuvieren
731,contagiare,contagiares,contagiare,contagiáremos,contagiareis,contagiaren
732,acogiere,acogieres,acogiere,acogiéremos,acogiereis,acogieren
733,intuyere,intuyeres,intuyere,intuyéremos,intuyereis,intuyeren
734,acentuare,acentuares,acentuare,acentuáremos,acentuareis,acentuaren
735,alimentare,alimentares,alimentare,alimentáremos,alimentareis,alimentaren
736,absolviere,absolvieres,absolviere,absolviéremos,absolviereis,absolvieren
737,adorare,adorares,adorare,adoráremos,adorareis,adoraren
738,tostare,tostares,tostare,tostáremos,tostareis,tostaren
739,agotare,agotares,agotare,agotáremos,agotareis,agotaren
740,malinformare,malinformares,malinformare,malinformáremos,malinformareis,malinformaren
741,acostumbrare,acostumbrares,acostumbrare,acostumbráremos,acostumbrareis,acostumbraren
742,aguantare,aguantares,aguantare,aguantáremos,aguantareis,aguantaren
743,prevaliere,prevalieres,prevaliere,prevaliéremos,prevaliereis,prevalieren
744,contactare,contactares,contactare,contactáremos,contactareis,contactaren
745,adivinare,adivinares,adivinare,adivináremos,adivinareis,adivinaren
746,atribuyere,atribuyeres,atribuyere,atribuyéremos,atribuyereis,atribuyeren
747,animare,animares,animare,animáremos,animareis,animaren
748,contaminare,contaminares,contaminare,contamináremos,contaminareis,contaminaren
749,inscribiere,inscribieres,inscribiere,inscribiéremos,inscribiereis,inscribieren
750,mascare,mascares,mascare,mascáremos,mascareis,mascaren
751,mentare,mentares,mentare,mentáremos,mentareis,mentaren
752,colaborare,colaborares,colaborare,colaboráremos,colaborareis,colaboraren
753,divorciare,divorciares,divorciare,divorciáremos,divorciareis,divorciaren
754,agitare,agitares,agitare,agitáremos,agitareis,agitaren
755,retirare,retirares,retirare,retiráremos,retirareis,retiraren
756,resfriare,resfriares,resfriare,resfriáremos,resfriareis,resfriaren
757,previere,previeres,previere,previéremos,previereis,previeren
758,asiere,asieres,asiere,asiéremos,asiereis,asieren
759,apellidare,apellidares,apellidare,apellidáremos,apellidareis,apellidaren
760,bronceare,bronceares,bronceare,bronceáremos,bronceareis,broncearen
761,derritiere,derritieres,derritiere,derritiéremos,derritiereis,derritieren
762,repartiere,repartieres,repartiere,repartiéremos,repartiereis,repartieren
763,dispusiere,dispusieres,dispusiere,dispusiéremos,dispusiereis,dispusieren
764,dimitiere,dimitieres,dimitiere,dimitiéremos,dimitiereis,dimitieren
765,abrasare,abrasares,abrasare,abrasáremos,abrasareis,abrasaren
766,regateare,regateares,regateare,regateáremos,regateareis,regatearen
767,citare,citares,citare,citáremos,citareis,citaren
768,averiare,averiares,averiare,averiáremos,averiareis,averiaren
769,autorizare,autorizares,autorizare,autorizáremos,autorizareis,autorizaren
770,derramare,derramares,derramare,derramáremos,derramareis,derramaren
771,abrochare,abrochares,abrochare,abrocháremos,abrochareis,abrocharen
772,alentare,alentares,alentare,alentáremos,alentareis,alentaren
773,refrescare,refrescares,refrescare,refrescáremos,refrescareis,refrescaren
774,pronunciare,pronunciares,pronunciare,pronunciáremos,pronunciareis,pronunciaren
775,consistiere,consistieres,consistiere,consistiéremos,consistiereis,consistieren
776,contradijere,contradijeres,contradijere,contradijéremos,contradijereis,contradijeren
777,alejare,alejares,alejare,alejáremos,alejareis,alejaren
778,correspondiere,correspondieres,correspondiere,correspondiéremos,correspondiereis,correspondieren
779,espiare,espiares,espiare,espiáremos,espiareis,espiaren
780,consultare,consultares,consultare,consultáremos,consultareis,consultaren
781,estresare,estresares,estresare,estresáremos,estresareis,estresaren
782,revelare,revelares,revelare,reveláremos,revelareis,revelaren
783,reflexionare,reflexionares,reflexionare,reflexionáremos,reflexionareis,reflexionaren
784,forzare,forzares,forzare,forzáremos,forzareis,forzaren
785,alzare,alzares,alzare,alzáremos,alzareis,alzaren
786,respirare,respirares,respirare,respiráremos,respirareis,respiraren
787,deslizare,deslizares,deslizare,deslizáremos,deslizareis,deslizaren
788,batiere,batieres,batiere,batiéremos,batiereis,batieren
789,comparare,comparares,comparare,comparáremos,comparareis,compararen
790,pospusiere,pospusieres,pospusiere,pospusiéremos,pospusiereis,pospusieren
791,aguare,aguares,aguare,aguáremos,aguareis,aguaren
792,cultivare,cultivares,cultivare,cultiváremos,cultivareis,cultivaren
793,aterrorizare,aterrorizares,aterrorizare,aterrorizáremos,aterrorizareis,aterrorizaren
794,absorbiere,absorbieres,absorbiere,absorbiéremos,absorbiereis,absorbieren
795,bullere,bulleres,bullere,bulléremos,bullereis,bulleren
796,combatiere,combatieres,combatiere,combatiéremos,combatiereis,combatieren
797,anocheciere,anochecieres,anocheciere,anocheciéremos,anocheciereis,anochecieren
798,ajustare,ajustares,ajustare,ajustáremos,ajustareis,ajustaren
799,curare,curares,curare,curáremos,curareis,curaren
800,estirare,estirares,estirare,estiráremos,estirareis,estiraren
801,abreviare,abreviares,abreviare,abreviáremos,abreviareis,abreviaren
802,absorbiere,absorbieres,absorbiere,absorbiéremos,absorbiereis,absorbieren
803,alumbrare,alumbrares,alumbrare,alumbráremos,alumbrareis,alumbraren
804,representare,representares,representare,representáremos,representareis,representaren
805,acusare,acusares,acusare,acusáremos,acusareis,acusaren
806,certificare,certificares,certificare,certificáremos,certificareis,certificaren
807,arruinare,arruinares,arruinare,arruináremos,arruinareis,arruinaren
808,ampliare,ampliares,ampliare,ampliáremos,ampliareis,ampliaren
809,almacenare,almacenares,almacenare,almacenáremos,almacenareis,almacenaren
810,disculpare,disculpares,disculpare,disculpáremos,disculpareis,disculparen
811,toreare,toreares,toreare,toreáremos,toreareis,torearen
812,conservare,conservares,conservare,conserváremos,conservareis,conservaren
813,descendiere,descendieres,descendiere,descendiéremos,descendiereis,descendieren
814,ingresare,ingresares,ingresare,ingresáremos,ingresareis,ingresaren
815,adornare,adornares,adornare,adornáremos,adornareis,adornaren
816,desafiare,desafiares,desafiare,desafiáremos,desafiareis,desafiaren
817,concibiere,concibieres,concibiere,concibiéremos,concibiereis,concibieren
818,comercializare,comercializares,comercializare,comercializáremos,comercializareis,comercializaren
819,apostare,apostares,apostare,apostáremos,apostareis,apostaren
820,contratare,contratares,contratare,contratáremos,contratareis,contrataren
821,aislare,aislares,aislare,aisláremos,aislareis,aislaren
822,chupare,chupares,chupare,chupáremos,chupareis,chuparen
823,enfadare,enfadares,enfadare,enfadáremos,enfadareis,enfadaren
824,adoptare,adoptares,adoptare,adoptáremos,adoptareis,adoptaren
825,registrare,registrares,registrare,registráremos,registrareis,registraren
826,sobrare,sobrares,sobrare,sobráremos,sobrareis,sobraren
827,esforzare,esforzares,esforzare,esforzáremos,esforzareis,esforzaren
828,agriare,agriares,agriare,agriáremos,agriareis,agriaren
829,soltare,soltares,soltare,soltáremos,soltareis,soltaren
830,pisare,pisares,pisare,pisáremos,pisareis,pisaren
831,acelerare,acelerares,acelerare,aceleráremos,acelerareis,aceleraren
832,agravare,agravares,agravare,agraváremos,agravareis,agravaren
